student_names,phone_no.,math,physics,chemistry,grade,comment,roll_no.,school_name,student_address
Richard Shields,9152423434,82,60,10,D,Poor Pursuance,561056,Martin Luther School,"0942 Gregory Crossroad, Lake Charles, ME 91228"
Robert Allen,9527498536,80,78,75,B+,Good Pursuance,585463,Martin Luther School,"Unit 8078 Box 8386, DPO AE 84088"
Kendra Miller,9694491918,22,28,80,D,Poor Pursuance,599442,Martin Luther School,"39380 Myers Drives Apt. 876, Lake David, LA 38393"
Allison Mcdonald,9888601521,88,53,45,B,Average Performance,581077,Martin Luther School,"70703 Robert Mews, Jonesport, HI 81315"
Christian Rodriguez,9952196215,97,24,25,D,Poor Pursuance,531833,Martin Luther School,"24513 Morrison Locks, North Jennifer, PR 45952"
Dr. Kristen Mcintosh MD,9268018442,48,91,11,D,Poor Pursuance,541245,Martin Luther School,"PSC 1746, Box 7758, APO AE 97698"
Molly Savage,9602469041,15,45,53,D,Poor Pursuance,539904,Martin Luther School,"12443 Richard Trail, New John, AR 90043"
Dean Mejia,9990842644,20,52,68,D,Poor Pursuance,595683,Martin Luther School,"3543 Carlos Land Suite 997, Port James, FL 14199"
Donald Anderson,9987922067,85,21,60,C,Below Average Achivement,557039,Martin Luther School,"7773 Michael Curve Suite 335, Jenkinsland, AL 51433"
Scott Mann,9256604969,17,59,93,C,Below Average Achivement,559665,Martin Luther School,"829 White Parks, Port Thomaston, UT 87589"
Larry Anderson,9536613628,20,100,100,B+,Good Pursuance,547340,Martin Luther School,"370 Anita Expressway Suite 722, New Emilybury, FL 20945"
Donna Jackson,9102905787,24,54,44,D,Poor Pursuance,529774,Martin Luther School,"83905 Acosta Tunnel Suite 475, West Emilyside, KY 64125"
Rebecca Schwartz,9859893668,59,49,48,C,Below Average Achivement,517136,Martin Luther School,"25632 Frank Highway Apt. 399, Stephaniechester, VT 75325"
Derek Lindsey,9844702110,56,60,89,B,Average Performance,535366,Martin Luther School,"34953 Thomas Common, East John, AS 65413"
Kaitlin Dorsey,9614994440,14,99,24,D,Poor Pursuance,533577,Martin Luther School,"0637 King Underpass, South Sarah, NC 07368"
Nicholas Davis,9367277632,25,59,57,D,Poor Pursuance,518740,Martin Luther School,"PSC 4478, Box 9234, APO AP 34310"
Lucas Torres,9699276542,26,84,16,D,Poor Pursuance,577638,Martin Luther School,"Unit 8243 Box 5638, DPO AP 35731"
Christopher Bell,9247512998,53,23,62,D,Poor Pursuance,569076,Martin Luther School,"90630 Leslie Port Suite 588, Daniellebury, AL 13705"
Elizabeth Fernandez,9616744815,45,86,28,C,Below Average Achivement,581847,Martin Luther School,"926 Isaac Street, North Russell, IA 32934"
Tracy Miller,9667276040,19,85,69,C,Below Average Achivement,556431,Martin Luther School,"PSC 7098, Box 1689, APO AP 88557"
Scott Joseph,9799830148,64,43,33,D,Poor Pursuance,590967,Martin Luther School,"26579 Roth Junction, South Jackshire, TN 30631"
Gregory Huber,9622630150,41,93,61,B,Average Performance,518031,Martin Luther School,"3233 Rebecca Pike, Sanderstown, TX 01842"
Mark Graham,9833945028,91,54,91,B+,Good Pursuance,533088,Martin Luther School,"5904 Jeffrey Gardens, Penningtonchester, AL 35582"
Michael Hughes,9687393695,91,68,18,C,Below Average Achivement,532082,Martin Luther School,"45808 Sawyer Mall Suite 472, Jenniferfort, PA 90546"
Daniel Hicks,9404129094,59,63,52,C,Below Average Achivement,564115,Martin Luther School,"7278 Thompson Lights Suite 215, West Samantha, MA 85374"
Leslie Gray,9556004031,48,23,47,D,Poor Pursuance,596854,Martin Luther School,"973 Moreno Hill Suite 101, Daytown, VI 24609"
Edgar Scott,9283138724,10,93,22,D,Poor Pursuance,515008,Martin Luther School,"479 Houston Ranch Suite 413, North Mirandashire, WV 20720"
Jordan Roberts,9510835651,15,24,27,F,Failed,566718,Martin Luther School,"0306 Elizabeth Ville, Paceland, AZ 65328"
Arthur Dixon,9121569036,92,56,82,B+,Good Pursuance,514316,Martin Luther School,"2945 Mccall Prairie Apt. 626, Phelpstown, OR 37365"
Carrie Smith,9656245584,35,10,53,F,Failed,514571,Martin Luther School,"672 Kelley Court Suite 393, Smithshire, UT 31682"
Ashley Alvarado,9973503202,58,43,96,B,Average Performance,554540,Martin Luther School,"5818 Donald Wall, East Jackson, AR 74882"
Lisa House,9139533936,55,87,21,C,Below Average Achivement,583787,Martin Luther School,"0551 Wiggins Trafficway, Drakefurt, MS 83928"
Jill Johnson,9046648883,49,88,64,B,Average Performance,583976,Martin Luther School,"74618 Patrick Valleys Apt. 905, East Erin, FL 84601"
Mark Gutierrez Jr.,9078435926,80,21,49,D,Poor Pursuance,542460,Martin Luther School,"253 Harris Corner, West Anthony, AZ 85144"
Marcus Smith,9371546492,92,70,68,B+,Good Pursuance,507427,Martin Luther School,"0469 George Well, North Veronica, HI 32590"
David Mitchell,9424282979,49,53,85,B,Average Performance,590807,Martin Luther School,"654 Barbara Skyway, Tinafurt, SC 09938"
Jeffrey Baker,9567271087,52,51,46,D,Poor Pursuance,562404,Martin Luther School,"398 Bonilla Roads Apt. 414, Lake Jeremyborough, OK 31352"
Lisa Jackson,9803796847,15,65,40,D,Poor Pursuance,523190,Martin Luther School,"527 Conway Circle Apt. 234, North Katrina, SC 02955"
Albert Haynes,9302868171,81,22,99,B,Average Performance,566370,Martin Luther School,"84381 Jon View, Thomasshire, MH 17112"
Robert Edwards,9852369669,70,61,32,C,Below Average Achivement,537461,Martin Luther School,"02493 Walters Spur, North Stephen, NJ 15398"
Edward Farrell,9544925008,57,36,18,D,Poor Pursuance,593554,Martin Luther School,"1711 Patricia Grove Suite 891, Lake Cindystad, SC 53205"
Brian Smith,9258948267,81,82,54,B+,Good Pursuance,574312,Martin Luther School,"8338 George Greens, Limouth, GA 38238"
Tara Larson,9977448326,88,21,75,B,Average Performance,511151,Martin Luther School,"36246 Sanchez Ports Apt. 096, Port Roy, MA 99358"
Frank Mcclure,9441151375,36,64,46,D,Poor Pursuance,511607,Martin Luther School,"77222 Alicia Parkways Apt. 093, Port Steven, VT 02196"
Whitney Williams,9942357768,58,50,67,C,Below Average Achivement,526854,Martin Luther School,"705 Haynes Dale, Bakerville, CT 63103"
Teresa Smith,9215613670,45,10,35,F,Failed,518426,Martin Luther School,"USCGC Parks, FPO AA 30777"
Adrian Smith,9972914666,20,45,48,D,Poor Pursuance,574852,Martin Luther School,"8569 Tate Garden Apt. 874, South Mary, KS 89350"
Ellen Roberts,9279393349,53,14,96,C,Below Average Achivement,584725,Martin Luther School,"27226 Bridges Parkways Suite 835, South Bryanburgh, NC 77801"
Leslie Jones,9325284454,25,60,100,B,Average Performance,516612,Martin Luther School,"2308 Jill Manor Apt. 159, New Lisaton, GA 51736"
Christopher Garrett,9053494230,82,22,38,D,Poor Pursuance,526560,Martin Luther School,"USNS Oliver, FPO AA 70798"
Michael Johnson,9942400494,70,34,20,D,Poor Pursuance,526923,Martin Luther School,"USNS Brown, FPO AP 51093"
Lisa Williams,9009404806,77,82,91,A,Very Good Achivement,504612,Martin Luther School,"096 Smith Plaza, East Adamfort, WA 30851"
Kristin Howard,9125097090,31,85,12,D,Poor Pursuance,519512,Martin Luther School,"170 Scott Circles Apt. 761, Brandonview, CT 11699"
Emily Morris,9658495185,35,70,35,D,Poor Pursuance,585282,Martin Luther School,"287 Briana Path Suite 246, Gordonton, VA 51358"
Patricia Mclaughlin,9245299040,71,18,55,D,Poor Pursuance,582206,Martin Luther School,"7368 Daniel Circles Suite 279, Lake Mason, WA 55360"
Aimee Buchanan,9585961662,73,65,88,B+,Good Pursuance,564850,Martin Luther School,"51848 Andrew Flat Apt. 523, Susanhaven, OR 06046"
Christopher Little,9878201794,91,81,26,B,Average Performance,506574,Martin Luther School,"39797 Hayes Lake, South Mackenzie, OH 45153"
Kimberly Rush,9199939133,34,82,49,C,Below Average Achivement,555339,Martin Luther School,"Unit 9953 Box 1066, DPO AP 35857"
David Hansen,9237965033,31,100,52,B,Average Performance,596983,Martin Luther School,"61195 John Walks, Lake Arthurview, MN 18684"
Rachel Matthews,9929765392,42,58,36,D,Poor Pursuance,545294,Martin Luther School,"859 Brown Tunnel Apt. 681, Davidville, VI 20703"
Shelly Watson,9174806069,78,89,35,B,Average Performance,574553,Martin Luther School,"7310 Amber Springs, Richardfurt, NE 51383"
Andrew Gonzalez,9597316598,21,17,59,F,Failed,580410,Martin Luther School,"87515 Kimberly Grove Apt. 875, Port James, MO 45118"
Christopher Smith,9450973079,26,93,12,D,Poor Pursuance,574876,Martin Luther School,"40718 Austin Run, Stephanieton, MT 07685"
Monica Sellers,9288226019,90,81,67,B+,Good Pursuance,582663,Martin Luther School,"76327 Mcfarland Crossroad, East Nancyport, CT 47239"
Karen Ramirez,9773418262,82,12,19,D,Poor Pursuance,502299,Martin Luther School,"828 Haley Village, East Donnafurt, OH 78497"
Sarah Todd,9764059221,18,100,79,B,Average Performance,507776,Martin Luther School,"41642 Harris Streets, New Carl, FL 79849"
Christopher Jones,9222153043,90,31,59,C,Below Average Achivement,579040,Martin Luther School,"135 Michael Extensions, South Jonathan, AS 03073"
Amber Johnson,9062826266,66,36,36,D,Poor Pursuance,535399,Martin Luther School,"4953 James Spring Apt. 728, South Michael, WA 61291"
Stacey Jordan,9645082825,53,74,33,C,Below Average Achivement,562587,Martin Luther School,"680 Coleman Radial Suite 306, Prattberg, AL 24097"
Erin Williams,9945267641,22,13,68,D,Poor Pursuance,548820,Martin Luther School,"56944 Acevedo Lights, Lake Daniel, IL 59616"
Deborah Harvey,9289151253,65,76,28,C,Below Average Achivement,555712,Martin Luther School,"168 Kyle Motorway, North Ruth, MA 77286"
Jasmine Carson,9183610653,66,100,54,B+,Good Pursuance,594309,Martin Luther School,"2554 Jeffrey Rapids, Morrismouth, VA 25884"
Jason Roach,9362425144,62,28,74,C,Below Average Achivement,537609,Martin Luther School,"408 White Drives Suite 357, Briannaview, PW 18711"
Sarah Day,9226524503,45,85,42,C,Below Average Achivement,544705,Martin Luther School,"0686 Young Club Suite 458, New Edwardville, TX 36312"
Gregory Harrison,9214690726,77,93,53,B+,Good Pursuance,597462,Martin Luther School,"6642 Stephanie Stravenue Apt. 497, Kellyville, OR 74477"
Michelle Guzman,9131084691,11,33,64,D,Poor Pursuance,538813,Martin Luther School,"98022 Morgan Neck Suite 805, Melindaton, VT 34716"
Ronnie Ware,9752081758,81,52,98,B+,Good Pursuance,510673,Martin Luther School,"Unit 9268 Box 2926, DPO AE 20926"
Steven Bonilla,9257087702,61,73,28,C,Below Average Achivement,522974,Martin Luther School,"USCGC Stewart, FPO AP 49634"
Lori Day,9105883577,74,90,49,B+,Good Pursuance,508374,Martin Luther School,"5094 Jones Lodge, Port Adam, LA 97001"
Diane Evans,9314950080,61,69,25,C,Below Average Achivement,549691,Martin Luther School,"6634 Robert Villages, Port Steven, FL 98490"
Emily Brown,9005401889,24,39,34,F,Failed,539179,Martin Luther School,"4036 Corey Pines, Michaelberg, VT 95015"
Stephanie Wright,9932069752,13,24,37,F,Failed,598059,Martin Luther School,"6685 Dustin Port Apt. 443, North Triciaborough, UT 78372"
Matthew Knight,9026787596,64,59,57,C,Below Average Achivement,566067,Martin Luther School,"USCGC Herrera, FPO AE 36999"
Michael Paul,9804490546,63,92,100,A,Very Good Achivement,572018,Martin Luther School,"96663 Scott Valley, West Leslietown, MI 59018"
Ashley Guerra,9545632135,11,78,62,D,Poor Pursuance,559132,Martin Luther School,"0169 Ryan Viaduct Apt. 317, Greenton, PA 58192"
Tyler Rhodes,9375176871,87,83,97,A,Very Good Achivement,582485,Martin Luther School,"75705 Moore Lake, South John, NC 48711"
Sarah Russell,9654814354,45,94,28,C,Below Average Achivement,598332,Martin Luther School,"8764 Charles Brook Apt. 283, West Monica, AS 43657"
Nicholas Smith,9682795196,49,16,100,C,Below Average Achivement,577360,Martin Luther School,"47246 Tamara Pine, Lake Joel, MN 90299"
Christina Benson,9963046130,39,92,84,B+,Good Pursuance,535686,Martin Luther School,"8030 Tammy Branch Apt. 824, Melissahaven, UT 75814"
Eric Burns,9697689533,86,59,68,B+,Good Pursuance,560821,Martin Luther School,"0421 Melissa Turnpike, Cookberg, FL 70966"
Scott Obrien,9519593213,11,23,40,F,Failed,580409,Martin Luther School,"99405 David Parkway Apt. 513, Samuelshire, NV 78290"
Amanda Davenport,9439535151,79,25,51,C,Below Average Achivement,573606,Martin Luther School,"781 Turner Valleys, Ginaside, MN 21632"
Cynthia Rodriguez,9915820654,37,11,24,F,Failed,503755,Martin Luther School,"Unit 3384 Box 3250, DPO AA 24724"
James Stewart,9087645020,80,48,82,B,Average Performance,537883,Martin Luther School,"691 Stewart Manor Suite 653, Port Kyle, RI 95539"
Craig Bauer,9479680499,22,34,37,F,Failed,544715,Martin Luther School,"997 Ward Forks Suite 266, New Sheilafurt, VT 01567"
Timothy Kelly,9632632521,97,93,42,B+,Good Pursuance,544538,Martin Luther School,"89955 Gamble Knolls Apt. 858, Yvonnehaven, WI 57883"
Jennifer Brown,9304467039,49,98,13,C,Below Average Achivement,563877,Martin Luther School,"71964 Dale Lodge Suite 820, Anthonychester, GU 26290"
Angel Hawkins,9796173555,40,94,54,B,Average Performance,589818,Martin Luther School,"14751 Scott Brook, South Jean, NY 29405"
Yvette Bolton,9535417742,58,57,30,D,Poor Pursuance,567452,Martin Luther School,"00662 Palmer Harbors, West Michelleton, PA 06469"
Nicole Lee,9027862998,100,77,76,A,Very Good Achivement,531959,Martin Luther School,"586 Williams Key Suite 426, New Brenda, CA 80370"
Christopher Robinson,9427501204,89,93,12,B,Average Performance,525149,Martin Luther School,"6449 Simmons Islands, Bowenberg, SD 01660"
Timothy Gordon,9223664924,13,33,65,D,Poor Pursuance,550264,Martin Luther School,"876 Karl Pike, Stephaniechester, NY 63536"
Jeffery Lopez,9282267475,58,85,40,B,Average Performance,575374,Martin Luther School,"7400 Tucker Walk, South Lisabury, OR 82899"
Phillip Henderson,9416680380,71,98,64,B+,Good Pursuance,599616,Martin Luther School,"95843 Kathryn Burg, Stacieborough, PA 15553"
Steven Anderson,9489699374,99,42,65,B,Average Performance,516746,Martin Luther School,"2538 Moore Ford, West James, PW 15381"
Elizabeth Haynes,9467502449,68,70,90,B+,Good Pursuance,501906,Martin Luther School,"36721 Jessica Course Suite 893, New Russell, VA 02657"
Sharon Gomez,9584647837,25,45,63,D,Poor Pursuance,561820,Martin Luther School,"648 Porter Wells Suite 579, Karaport, AL 94273"
Sean Davis,9068193580,19,11,74,D,Poor Pursuance,549787,Martin Luther School,"38827 Jacob Roads Suite 142, New Daniellemouth, NM 45495"
Jeffrey Figueroa,9800606426,33,71,39,D,Poor Pursuance,500379,Martin Luther School,"089 Karen Island, Frazierchester, IA 44665"
Wendy Adams,9637052900,68,71,12,D,Poor Pursuance,582509,Martin Luther School,"391 Mary Via Suite 146, Lisachester, NV 96735"
Raymond Hatfield,9921592291,64,94,10,C,Below Average Achivement,590758,Martin Luther School,"046 Rebecca Mountains Apt. 892, Kellybury, WA 49175"
Elizabeth Doyle,9828578376,21,89,12,D,Poor Pursuance,597289,Martin Luther School,"86801 Tracy Well Suite 518, Woodsport, IN 39326"
Crystal Peters,9918805572,76,31,42,D,Poor Pursuance,552819,Martin Luther School,"93890 Steele Mission Apt. 391, Lake Jennifermouth, LA 52261"
Olivia Ruiz,9402661061,97,79,81,A,Very Good Achivement,538159,Martin Luther School,"07499 Mitchell Locks Apt. 894, Lake Steven, GA 59745"
Francis Bell,9815137435,66,62,70,B,Average Performance,528342,Martin Luther School,"2052 Cathy Street Suite 736, Jillbury, NC 86031"
Jennifer Coleman,9341743452,46,33,50,D,Poor Pursuance,562425,Martin Luther School,"PSC 4163, Box 2552, APO AA 92997"
John Lewis MD,9255635890,15,69,37,D,Poor Pursuance,546016,Martin Luther School,"76179 Romero Divide, East Josephport, AK 84498"
Elizabeth Mason,9270809061,96,29,22,D,Poor Pursuance,511715,Martin Luther School,"20799 Jordan Knoll Suite 240, North Davidburgh, NH 18564"
Sharon Carrillo,9324333884,100,65,25,B,Average Performance,515027,Martin Luther School,"8281 Holmes Expressway, West Wayneburgh, ME 38531"
Jerry Mcbride,9797285862,14,34,99,D,Poor Pursuance,562475,Martin Luther School,"PSC 5196, Box 9038, APO AA 01410"
Douglas Cook,9118042910,99,99,72,A,Very Good Achivement,513383,Martin Luther School,"096 Jillian Brook Apt. 571, West Davidport, DC 80834"
James Fletcher,9340424527,18,74,87,C,Below Average Achivement,580225,Martin Luther School,"4960 Moore Island Suite 773, Lake Stephen, AS 77514"
Kim Richardson,9349656375,91,75,55,B+,Good Pursuance,519188,Martin Luther School,"491 Coleman Track, West Laura, ME 64230"
Daniel Owens,9828594909,89,15,62,C,Below Average Achivement,575508,Martin Luther School,"6845 Patrick Causeway, East Jacob, MP 86697"
Kenneth Brennan,9954308749,52,18,66,D,Poor Pursuance,596484,Martin Luther School,"63910 Emily Plains Apt. 918, Williamsonberg, TN 91280"
Alexis Harris,9639031436,94,46,15,C,Below Average Achivement,542750,Martin Luther School,"6431 Ward Heights, Theresahaven, NY 81605"
Ellen Johnson,9968693505,92,35,92,B+,Good Pursuance,541943,Martin Luther School,"039 Wendy Tunnel, Bridgesland, OH 74151"
Grant Alvarez,9605786634,93,14,88,B,Average Performance,560213,Martin Luther School,"78325 Gerald Causeway, New Amber, DC 48049"
Ann Miller,9675748312,70,30,80,C,Below Average Achivement,506046,Martin Luther School,"179 Mcguire Way Apt. 890, Patrickton, GA 03213"
Cynthia Frost,9993489654,56,99,84,B+,Good Pursuance,588681,Martin Luther School,"42041 Foster Roads, West Nicholasfort, OH 32962"
Samuel Sanchez,9017755421,59,35,58,D,Poor Pursuance,570690,Martin Luther School,"2839 Justin Street, West Jessica, VA 28320"
Edgar Gill,9231013757,73,70,99,B+,Good Pursuance,523438,Martin Luther School,"Unit 3815 Box 1337, DPO AP 56727"
Sandra Boyd,9641285076,72,71,26,C,Below Average Achivement,555790,Martin Luther School,"51684 Patrick Mount Suite 125, Morenoburgh, ME 65842"
Robert Hill,9205765001,29,68,23,D,Poor Pursuance,576633,Martin Luther School,"6717 Oconnell Locks, West Dawn, MP 53081"
Jeffrey Hall,9180286682,13,87,64,C,Below Average Achivement,522651,Martin Luther School,"135 King Road, North Robertoshire, MI 12130"
Garrett Martin,9386314895,91,88,82,A,Very Good Achivement,568665,Martin Luther School,"6747 Michael Prairie, Port Paul, VI 80266"
Stephen Roy,9236272240,51,19,81,D,Poor Pursuance,598790,Martin Luther School,"9649 Morgan Ville Suite 010, South Randall, ND 19982"
Eric Bauer,9840644462,67,51,83,B,Average Performance,533159,Martin Luther School,"6672 Elizabeth Mission Apt. 127, Lake Russell, MS 72812"
Carrie Miller,9672217570,59,19,31,D,Poor Pursuance,531614,Martin Luther School,"78384 Angela Rest Suite 415, East Susan, IA 95898"
Amanda Rodriguez,9999300335,57,62,74,B,Average Performance,522525,Martin Luther School,"2657 Pamela Point, Susanburgh, DC 84595"
