student_id,full_name,date_of_birth,grade_level,emergency_contact,age,attendance_rate,hw_done_rate,avg_score,stress_level_x,anxiety_score_x,depression_score_x,sentiment_score_x,sleep_hours_x,msg_count,last_contact,stress_level_y,anxiety_score_y,depression_score_y,sentiment_score_y,sleep_hours_y
S00223,bob mccall,,Grade 1,(657)728-0571x045,13.0,0.0,1.0,65.0,,,,,,,,,,,,
S00224,Jennifer Malone,2011-10-20,Grade 3,(525)663-5545x82012,14.0,0.0,0.0,70.0,,,,,,,,,,,,
S00225,Dennis Ibarra,2009-09-14,Grade 3,001-570-410-7520,16.0,1.0,0.0,80.0,,,,,,,,,,,,
S00226,Jessica Garcia,,Grade 4,363.549.7552,13.0,0.0,0.0,51.0,,,,,,,,,,,,
S00227,Nicholas Wright,2008-04-16,Grade 3,646.560.0649x02718,17.0,0.0,1.0,82.0,,,,,,,,,,,,
S00228,Glenn Ashley,2017-06-23,Grade 3,726-345-0839x3632,8.0,1.0,0.0,91.0,,,,,,,,,,,,
S00229,Debbie Cooper,2015-07-26,Grade 3,2002173660,10.0,0.0,0.0,99.0,,,,,,,,,,,,
S00230,Christopher Haynes,2011-05-19,Grade 1,497-228-2883x20003,14.0,0.0,0.0,88.0,,,,,,,,,,,,
S00231,Lisa Cross,,Grade 1,717.767.0860,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S00232,Clayton Luna,2007-01-26,Grade 4,001-318-352-4768x11966,18.0,0.0,1.0,48.0,,,,,,,,,,,,
S00233,Stephanie Murphy,,Grade 5,+1-774-762-6662x94777,13.0,0.0,1.0,46.0,,,,,,,,,,,,
S00234,Ronald Wood,2018-04-10,Grade 3,(333)546-0697,7.0,0.0,1.0,70.0,,,,,,,,,,,,
S00235,Christine Dorsey,,Grade 3,782-236-5011,13.0,0.0,0.0,44.0,,,,,,,,,,,,
S00236,Anne Waters,2006-04-07,Grade 2,682-416-8169x511,19.0,1.0,0.0,98.0,,,,,,,,,,,,
S00237,Robert Williams,2018-03-09,Grade 1,3642413213,7.0,0.0,0.0,78.0,,,,,,,,,,,,
S00238,Jason Fox,2013-04-02,Grade 4,448-664-9894,12.0,0.0,1.0,48.0,,,,,,,,,,,,
S00239,Sean Lane,2010-11-22,Grade 3,001-324-865-2857x931,15.0,0.0,1.0,70.0,,,,,,,,,,,,
S00240,Eric Baxter,2018-06-17,Grade 3,001-484-811-0130,7.0,0.0,1.0,84.0,,,,,,,,,,,,
S00241,Maria Allen,,Grade 2,001-453-440-8320,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S00242,Sean Brooks,2018-08-02,Grade 4,(557)289-8325,7.0,0.0,1.0,77.0,,,,,,,,,,,,
S00243,Michael Shepard,2009-11-02,Grade 1,001-673-502-6368,16.0,1.0,1.0,70.0,,,,,,,,,,,,
S00244,Taylor Davis,2007-04-05,Grade 4,(384)731-4544x38746,18.0,1.0,1.0,70.0,,,,,,,,,,,,
S00245,William Norton,2009-03-14,Grade 5,307-422-1352x0283,16.0,0.0,1.0,64.0,,,,,,,,,,,,
S00246,Jeffery Smith,2015-02-07,Grade 4,(511)930-8599x9177,10.0,1.0,1.0,70.0,,,,,,,,,,,,
S00247,Brittany Mccarthy,2007-07-15,Grade 4,+1-891-914-3142,18.0,0.0,0.0,70.0,,,,,,,,,,,,
S00248,Susan Turner,2014-04-05,Grade 2,928.455.0769x80479,11.0,0.0,0.0,77.0,,,,,,,,,,,,
S00249,Steven Smith,2010-05-20,Grade 2,241-547-8604,15.0,1.0,1.0,55.0,,,,,,,,,,,,
S00250,William Logan,2007-10-14,Grade 5,(429)396-8256x59884,18.0,1.0,0.0,79.0,,,,,,,,,,,,
S00251,Amy Simon,2014-09-27,Grade 2,(234)481-0848,11.0,1.0,0.0,59.0,,,,,,,,,,,,
S00252,Michelle Murphy,2012-07-07,Grade 5,(250)952-7519x2734,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S00253,Clifford Bentley,2016-11-27,Grade 2,001-829-396-0463x5857,8.0,0.0,1.0,85.0,,,,,,,,,,,,
S00254,Daniel Bender,2010-05-16,Grade 4,001-249-996-1585x28916,15.0,1.0,0.0,89.0,,,,,,,,,,,,
S00255,Spencer Wilson,2017-01-01,Grade 1,001-651-459-2147x454,8.0,0.0,0.0,70.0,,,,,,,,,,,,
S00256,Belinda Holt,2006-09-11,Grade 2,230.522.1382,19.0,0.0,0.0,65.0,,,,,,,,,,,,
S00257,Ralph Kelly,2016-12-09,Grade 1,(696)272-4744,8.0,0.0,1.0,70.0,,,,,,,,,,,,
S00258,Michael Levine,,Grade 4,(307)307-0939,13.0,0.0,1.0,81.0,,,,,,,,,,,,
S00259,Ashley Nicholson,2009-06-06,Grade 3,739-959-0159,16.0,0.0,1.0,48.0,,,,,,,,,,,,
S00260,Caitlyn Davis,2011-07-16,Grade 4,(302)867-9917x3565,14.0,0.0,0.0,61.0,,,,,,,,,,,,
S00261,Kevin Smith,2017-03-30,Grade 1,001-969-500-0112,8.0,0.0,1.0,96.0,,,,,,,,,,,,
S00262,Kyle Luna,2012-12-01,Grade 3,339.313.4903,12.0,1.0,0.0,61.0,,,,,,,,,,,,
S00263,dawn hodge,2008-08-26,Grade 5,+1-371-803-6019x85442,17.0,0.0,1.0,98.0,,,,,,,,,,,,
S00264,Antonio Chung,2009-07-09,Grade 2,756.484.0271,16.0,1.0,1.0,47.0,,,,,,,,,,,,
S00265,tracy chandler,2008-08-11,Grade 3,+1-488-998-5404x29392,17.0,0.0,0.0,63.0,,,,,,,,,,,,
S00266,Kimberly Mercer,2019-02-04,Grade 3,656-516-3590x200,6.0,0.0,1.0,70.0,,,,,,,,,,,,
S00267,laura mcdonald,,Grade 3,001-409-269-6055x61523,13.0,1.0,1.0,73.0,,,,,,,,,,,,
S00268,Shawn Owens,2014-02-11,Grade 1,+1-576-442-0241x658,11.0,0.0,0.0,77.0,,,,,,,,,,,,
S00269,Michael Flores,,Grade 2,unknown,13.0,0.0,1.0,44.0,,,,,,,,,,,,
S00270,Katherine Gill,2010-05-07,Grade 2,(607)343-5848x378,15.0,0.0,0.0,46.0,,,,,,,,,,,,
S00271,Todd Anderson,2010-10-21,Grade 1,+1-714-998-1989x7647,15.0,0.0,1.0,41.0,,,,,,,,,,,,
S00272,Nicholas Boone,2013-03-03,Grade 3,+1-962-556-7663x579,12.0,0.0,0.0,86.0,,,,,,,,,,,,
S00273,Natalie Burke,2014-09-07,Grade 1,001-666-687-4187,11.0,1.0,1.0,78.0,,,,,,,,,,,,
S00274,William Wilkerson,2013-02-04,Grade 3,unknown,12.0,0.0,0.0,72.0,,,,,,,,,,,,
S00275,Christopher Turner,2013-06-12,Grade 2,+1-380-412-8990x924,12.0,1.0,1.0,87.0,,,,,,,,,,,,
S00276,Megan Flores,2018-12-25,Grade 3,(761)315-0354x9210,6.0,0.0,0.0,41.0,,,,,,,,,,,,
S00277,Cheryl Mason,2016-04-21,Grade 4,744.605.2373,9.0,1.0,0.0,51.0,,,,,,,,,,,,
S00278,Matthew Mejia,2014-05-03,Grade 5,+1-885-808-8424x487,11.0,0.0,0.0,63.0,,,,,,,,,,,,
S00279,Mr. Michael Stewart,,Grade 3,756-456-4599x54183,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S00280,Christopher Lopez,2011-09-07,Grade 4,+1-514-575-5938x1699,14.0,0.0,1.0,76.0,,,,,,,,,,,,
S00281,Kimberly Woods,2018-02-19,Grade 1,+1-788-448-5766x13591,7.0,0.0,1.0,55.0,,,,,,,,,,,,
S00282,James Fuller,2016-08-29,Grade 3,3514503724,9.0,1.0,1.0,85.0,,,,,,,,,,,,
S00283,Keith Booker,2011-09-27,Grade 5,462.559.6562,14.0,0.0,0.0,100.0,,,,,,,,,,,,
S00284,Cheryl Green,2009-06-26,Grade 4,001-798-466-2186x4297,16.0,1.0,0.0,67.0,,,,,,,,,,,,
S00285,Chad Wood,2012-04-10,Grade 5,993-249-9121,13.0,0.0,0.0,66.0,,,,,,,,,,,,
S00286,Martha Perez,,Grade 3,(996)697-4699x7295,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S00287,Michael Price,2006-11-18,Grade 3,266-863-7574,19.0,1.0,1.0,41.0,,,,,,,,,,,,
S00288,Gary Hudson,2006-11-21,Grade 4,502-708-6285x226,19.0,0.0,1.0,70.0,,,,,,,,,,,,
S00289,Timothy Hall,2008-07-01,Grade 3,001-264-771-4878,17.0,0.0,0.0,75.0,,,,,,,,,,,,
S00290,James Camacho,2007-11-14,Grade 5,(635)518-9356x07862,18.0,0.0,1.0,83.0,,,,,,,,,,,,
S00291,Victoria Tucker,2013-06-27,Grade 4,926.830.9225x170,12.0,1.0,1.0,59.0,,,,,,,,,,,,
S00292,danny johnson,2016-03-27,Grade 3,610-645-4882,9.0,0.0,0.0,75.0,,,,,,,,,,,,
S00293,Denise Ramsey,2012-11-15,Grade 3,unknown,13.0,0.0,0.0,55.0,,,,,,,,,,,,
S00294,Michelle Barker,2016-07-07,Grade 5,001-314-557-2806,9.0,0.0,1.0,75.0,,,,,,,,,,,,
S00295,Kyle Lynch,2012-11-15,Grade 4,(262)631-6941x220,13.0,0.0,1.0,68.0,,,,,,,,,,,,
S00296,tracey murphy,2014-02-20,Grade 2,840.331.7845x984,11.0,1.0,1.0,46.0,,,,,,,,,,,,
S00297,Jeremy Ferguson,2014-06-21,Grade 4,478-672-6584x0960,11.0,0.0,1.0,70.0,,,,,,,,,,,,
S00298,Jeffery Gilmore,2017-03-20,Grade 3,(325)581-3080,8.0,0.0,1.0,42.0,,,,,,,,,,,,
S00299,Laura Smith,2011-01-16,Grade 1,913.401.4861x52246,14.0,0.0,1.0,44.0,,,,,,,,,,,,
S00300,Ms. Karen Thomas MD,2007-06-13,Grade 2,+1-760-286-9971,18.0,0.0,1.0,55.0,,,,,,,,,,,,
S00301,Vanessa Anderson,2014-07-13,Grade 3,501-423-1521x4109,11.0,0.0,0.0,96.0,,,,,,,,,,,,
S00302,Dr. Valerie Black,2016-01-17,Grade 1,unknown,9.0,0.0,0.0,86.0,,,,,,,,,,,,
S00303,Abigail Price,2006-11-01,Grade 2,+1-891-921-1661x00937,19.0,1.0,0.0,63.0,,,,,,,,,,,,
S00304,Scott Fleming,2013-04-14,Grade 1,+1-673-773-3905x982,12.0,0.0,0.0,61.0,,,,,,,,,,,,
S00305,Victoria Chambers,2006-07-11,Grade 5,001-630-432-4098,19.0,0.0,1.0,70.0,,,,,,,,,,,,
S00306,Matthew Butler,2008-01-24,Grade 2,(230)208-4513x51242,17.0,0.0,0.0,77.0,,,,,,,,,,,,
S00307,Christine Daniel,,Grade 1,694.249.3882,13.0,0.0,0.0,50.0,,,,,,,,,,,,
S00308,Grace Hardy,2007-06-18,Grade 2,001-336-679-5747x854,18.0,0.0,0.0,70.0,,,,,,,,,,,,
S00309,Emma Thompson,2009-07-20,Grade 3,229.280.9049,16.0,1.0,1.0,43.0,,,,,,,,,,,,
S00310,christopher henry,,Grade 2,+1-379-211-6066x49207,13.0,1.0,0.0,72.0,,,,,,,,,,,,
S00311,Alexandra King,2010-08-04,Grade 4,5418616241,15.0,1.0,0.0,70.0,,,,,,,,,,,,
S00312,Henry Rhodes,2015-12-09,Grade 2,001-449-400-8653x305,9.0,0.0,0.0,96.0,,,,,,,,,,,,
S00313,Angela Davis,2012-04-27,Grade 2,+1-996-954-2014x44063,13.0,0.0,0.0,55.0,,,,,,,,,,,,
S00314,Shane Olson,,Grade 3,575-337-4190x8246,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S00315,martin buck,2017-09-07,Grade 1,846-277-2933x880,8.0,1.0,1.0,70.0,,,,,,,,,,,,
S00316,Taylor Ferguson,2017-07-30,Grade 5,363.919.2666x3133,8.0,0.0,0.0,50.0,,,,,,,,,,,,
S00317,Kelsey Jones,2018-04-02,Grade 1,537.471.5009x643,7.0,0.0,0.0,71.0,,,,,,,,,,,,
S00318,Matthew Bass,2006-09-26,Grade 5,572.695.5618,19.0,1.0,0.0,54.0,,,,,,,,,,,,
S00319,Katherine Woods,2014-12-05,Grade 5,001-419-328-3771,10.0,0.0,1.0,48.0,,,,,,,,,,,,
S00320,Tony Hill,2014-01-01,Grade 3,624.750.5412x486,11.0,0.0,1.0,92.0,,,,,,,,,,,,
S00321,Gina Thomas,2013-08-15,Grade 4,unknown,12.0,0.0,1.0,56.0,,,,,,,,,,,,
S00322,bryan johnson,,Grade 5,(250)348-9737x069,13.0,0.0,1.0,42.0,,,,,,,,,,,,
S00323,kathleen ewing,2007-07-29,Grade 1,880.323.2479x78369,18.0,1.0,1.0,70.0,,,,,,,,,,,,
S00324,brandon ewing,2012-05-17,Grade 4,220.238.7955x8518,13.0,0.0,0.0,74.0,,,,,,,,,,,,
S00325,Robert Lopez,,Grade 1,7094558444,13.0,0.0,0.0,84.0,,,,,,,,,,,,
S00326,Adrian Smith,2014-02-09,Grade 3,unknown,11.0,0.0,1.0,97.0,,,,,,,,,,,,
S00327,john james,,Grade 4,(382)292-7448,13.0,1.0,0.0,57.0,,,,,,,,,,,,
S00328,Janice Carter,2013-12-15,Grade 3,(374)813-1643,11.0,0.0,1.0,95.0,,,,,,,,,,,,
S00329,Mary Mendez,2015-02-04,Grade 5,881.380.4666,10.0,0.0,1.0,70.0,,,,,,,,,,,,
S00330,Christopher Anderson,2013-05-24,Grade 4,+1-516-259-9758x518,12.0,0.0,1.0,70.0,,,,,,,,,,,,
S00331,Andre Bruce,,Grade 4,8045845885,13.0,0.0,0.0,52.0,,,,,,,,,,,,
S00332,Cynthia Hayden,2016-05-06,Grade 3,(814)730-5776,9.0,0.0,0.0,58.0,,,,,,,,,,,,
S00333,Debra Zhang,2018-02-18,Grade 2,9207149046,7.0,1.0,0.0,64.0,,,,,,,,,,,,
S00334,Jacob Thomas,2018-07-17,Grade 3,unknown,7.0,0.0,0.0,55.0,,,,,,,,,,,,
S00335,Jessica Kim,2018-03-01,Grade 4,772.244.3313x0822,7.0,0.0,1.0,86.0,,,,,,,,,,,,
S00336,Kristin Blake,2008-11-04,Grade 3,803.963.1286x51923,17.0,0.0,0.0,61.0,,,,,,,,,,,,
S00337,Laura Ramirez,2007-03-04,Grade 1,+1-512-445-6206x4650,18.0,0.0,1.0,69.0,,,,,,,,,,,,
S00338,mark vega,2013-02-24,Grade 4,6364023798,12.0,0.0,0.0,88.0,,,,,,,,,,,,
S00339,Hannah Black,2015-04-25,Grade 5,+1-364-491-7527x51134,10.0,1.0,1.0,94.0,,,,,,,,,,,,
S00340,Daniel Santos Jr.,2016-03-22,Grade 3,272-854-3014,9.0,1.0,0.0,58.0,,,,,,,,,,,,
S00341,Brittany Gonzales,,Grade 5,3837742751,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S00342,Roberto Lowe,2017-04-15,Grade 4,5912796050,8.0,1.0,0.0,68.0,,,,,,,,,,,,
S00343,Aaron Edwards,2010-05-30,Grade 1,459.591.0894x6660,15.0,0.0,1.0,79.0,,,,,,,,,,,,
S00344,Nicholas Hickman,2012-12-31,Grade 3,799-640-4267x2583,12.0,0.0,1.0,70.0,,,,,,,,,,,,
S00345,Ronald Sullivan,2009-12-06,Grade 1,425-209-0599,15.0,0.0,0.0,70.0,,,,,,,,,,,,
S00346,Todd Day,2018-05-12,Grade 2,(720)886-8293,7.0,0.0,1.0,75.0,,,,,,,,,,,,
S00347,Debbie Brooks,2018-03-17,Grade 4,(931)438-9442x09684,7.0,1.0,0.0,52.0,,,,,,,,,,,,
S00348,Lauren Hansen,2009-11-01,Grade 4,971.980.9492,16.0,0.0,1.0,70.0,,,,,,,,,,,,
S00349,Elizabeth Mitchell,2007-03-18,Grade 2,687.280.4805,18.0,0.0,0.0,40.0,,,,,,,,,,,,
S00350,Vanessa Ryan,2009-05-03,Grade 5,453.265.4168x810,16.0,0.0,0.0,70.0,,,,,,,,,,,,
S00351,Charlene Henry,,Grade 3,001-347-309-4819x88986,13.0,1.0,0.0,73.0,,,,,,,,,,,,
S00352,Laura Bailey,2010-11-25,Grade 1,391-497-3088,14.0,0.0,1.0,44.0,,,,,,,,,,,,
S00353,Mary Schneider,2014-11-25,Grade 3,2072847846,10.0,0.0,0.0,70.0,,,,,,,,,,,,
S00354,Shawna Johnson,2007-03-29,Grade 5,001-532-880-7552x3135,18.0,0.0,1.0,44.0,,,,,,,,,,,,
S00355,Elizabeth Cruz,2007-06-08,Grade 5,+1-936-761-6582x16209,18.0,0.0,1.0,87.0,,,,,,,,,,,,
S00356,Christine Shaw,,Grade 5,234-772-5348,13.0,1.0,0.0,89.0,,,,,,,,,,,,
S00357,Melissa Mathis,2008-03-03,Grade 5,(305)841-5452x341,17.0,0.0,0.0,70.0,,,,,,,,,,,,
S00358,Steven Jackson,2012-02-11,Grade 2,980-869-3884x10686,13.0,0.0,1.0,69.0,,,,,,,,,,,,
S00359,Anna Lee,2015-02-19,Grade 1,(899)306-8746,10.0,0.0,0.0,94.0,,,,,,,,,,,,
S00360,Zachary Nguyen,2011-11-10,Grade 4,3217082166,14.0,0.0,0.0,69.0,,,,,,,,,,,,
S00361,John Anderson,2019-02-12,Grade 1,unknown,6.0,0.0,0.0,61.0,,,,,,,,,,,,
S00362,Donald Taylor,2016-09-23,Grade 4,(832)941-0727,9.0,0.0,0.0,79.0,,,,,,,,,,,,
S00363,Brian Henry,,Grade 3,9487320106,13.0,1.0,1.0,59.0,,,,,,,,,,,,
S00364,Dr. Brett Hall,2010-06-10,Grade 2,8382537204,15.0,1.0,0.0,98.0,,,,,,,,,,,,
S00365,Michael Glass,,Grade 3,(995)337-7703x5266,13.0,0.0,0.0,93.0,,,,,,,,,,,,
S00366,Karen Bowman,,Grade 2,(361)714-5163,13.0,1.0,0.0,67.0,,,,,,,,,,,,
S00367,Sean Miller,2014-01-30,Grade 1,231-775-5967x81773,11.0,0.0,0.0,96.0,,,,,,,,,,,,
S00368,Beth Hammond,2012-03-27,Grade 2,751.485.8130,13.0,1.0,0.0,70.0,,,,,,,,,,,,
S00369,Haley Fox,,Grade 2,7419488914,13.0,0.0,1.0,43.0,,,,,,,,,,,,
S00370,Christopher Knox,2017-03-06,Grade 1,730.387.4971,8.0,0.0,0.0,51.0,,,,,,,,,,,,
S00371,Kyle Smith,2015-11-13,Grade 1,(872)940-9360x86789,10.0,0.0,0.0,98.0,,,,,,,,,,,,
S00372,Laura Lopez,2013-07-16,Grade 4,+1-680-492-7358,12.0,0.0,1.0,56.0,,,,,,,,,,,,
S00373,Lisa Gray,2013-09-09,Grade 4,+1-399-535-5789x439,12.0,0.0,0.0,64.0,,,,,,,,,,,,
S00374,Jessica Price,2017-10-14,Grade 1,646.860.8453,8.0,0.0,1.0,70.0,,,,,,,,,,,,
S00375,George Hunter,,Grade 4,(869)850-6842,13.0,1.0,0.0,55.0,,,,,,,,,,,,
S00376,Sheryl Lopez DDS,,Grade 5,647.482.9522x7880,13.0,0.0,1.0,52.0,,,,,,,,,,,,
S00377,Christina King,2014-01-24,Grade 1,577.261.4710,11.0,0.0,0.0,77.0,,,,,,,,,,,,
S00378,William Baker,2016-10-20,Grade 1,415.402.2549x3144,9.0,0.0,1.0,85.0,,,,,,,,,,,,
S00379,William White,2006-06-01,Grade 3,+1-921-867-1952x37917,19.0,0.0,1.0,78.0,,,,,,,,,,,,
S00380,jamie butler,2010-06-20,Grade 2,unknown,15.0,1.0,1.0,65.0,,,,,,,,,,,,
S00381,Dana Robinson,2013-07-04,Grade 1,552-681-6994x5776,12.0,0.0,1.0,93.0,,,,,,,,,,,,
S00382,David Cline,,Grade 1,unknown,13.0,0.0,1.0,61.0,,,,,,,,,,,,
S00383,Kristi Allen,2014-10-09,Grade 1,(823)499-7234x728,11.0,0.0,0.0,58.0,,,,,,,,,,,,
S00384,Melissa Moore,2009-06-06,Grade 4,001-589-931-1524,16.0,0.0,0.0,65.0,,,,,,,,,,,,
S00385,Alicia Gonzalez,2009-12-03,Grade 2,570.833.8817x312,15.0,0.0,1.0,70.0,,,,,,,,,,,,
S00386,Christopher Wallace,2013-02-18,Grade 1,929.583.1673x770,12.0,1.0,0.0,90.0,,,,,,,,,,,,
S00387,Christopher Neal,2008-09-18,Grade 1,308.609.6304,17.0,0.0,1.0,70.0,,,,,,,,,,,,
S00388,Grant Maddox,2011-12-22,Grade 2,981.484.7611x46410,13.0,1.0,1.0,79.0,,,,,,,,,,,,
S00389,Cameron Gibson,2018-06-19,Grade 1,(221)288-4630x396,7.0,1.0,1.0,59.0,,,,,,,,,,,,
S00390,Kimberly Young,2018-09-09,Grade 2,+1-270-404-4954x2565,7.0,0.0,0.0,67.0,,,,,,,,,,,,
S00391,Shelly Garner,2009-10-14,Grade 4,+1-301-578-5593x28873,16.0,0.0,1.0,40.0,,,,,,,,,,,,
S00392,Amanda Wood,2009-07-03,Grade 2,325-307-8560x4498,16.0,0.0,1.0,76.0,,,,,,,,,,,,
S00393,Stacey Gutierrez,,Grade 3,unknown,13.0,0.0,0.0,47.0,,,,,,,,,,,,
S00394,Steven Barnes,2009-12-23,Grade 4,666-527-9237x49105,15.0,1.0,1.0,74.0,,,,,,,,,,,,
S00395,Deborah Russo,2014-08-30,Grade 3,4743138638,11.0,0.0,0.0,84.0,,,,,,,,,,,,
S00396,Jeremy Li,2015-05-16,Grade 1,246-255-8338x0462,10.0,1.0,1.0,76.0,,,,,,,,,,,,
S00397,mario pena,2013-09-19,Grade 2,+1-521-378-9806x43305,12.0,1.0,1.0,85.0,,,,,,,,,,,,
S00398,brian little,2018-02-04,Grade 3,(959)658-1376x65266,7.0,1.0,1.0,70.0,,,,,,,,,,,,
S00399,Jennifer Johnson,2012-05-27,Grade 1,001-323-873-1770x14109,13.0,0.0,0.0,45.0,,,,,,,,,,,,
S00400,Ashley Olsen,2008-03-15,Grade 1,001-908-644-3786x1955,17.0,0.0,1.0,47.0,,,,,,,,,,,,
S00401,Justin Vang,2007-10-27,Grade 3,959.297.5406x925,18.0,0.0,0.0,86.0,,,,,,,,,,,,
S00402,Brian Johnston,2013-06-04,Grade 4,001-782-310-1431,12.0,0.0,1.0,40.0,,,,,,,,,,,,
S00403,Clinton Moss,2009-01-31,Grade 1,+1-303-929-3017x74504,16.0,1.0,1.0,94.0,,,,,,,,,,,,
S00404,Stacie Jordan,2010-03-15,Grade 5,543-931-0299x2602,15.0,0.0,0.0,100.0,,,,,,,,,,,,
S00405,Kyle Silva,2007-02-19,Grade 2,001-335-495-6512x1006,18.0,0.0,1.0,70.0,,,,,,,,,,,,
S00406,gregory smith,2015-09-25,Grade 5,+1-363-517-4301,10.0,0.0,0.0,53.0,,,,,,,,,,,,
S00407,Samantha Martin,2011-04-05,Grade 1,(228)842-3513,14.0,0.0,0.0,46.0,,,,,,,,,,,,
S00408,Kathleen Singh,2014-02-08,Grade 2,(884)959-6930x7478,11.0,0.0,1.0,68.0,,,,,,,,,,,,
S00409,Sarah Mendoza,2017-06-11,Grade 5,+1-625-920-9989x0417,8.0,0.0,1.0,43.0,,,,,,,,,,,,
S00410,Tracy Hernandez,2017-06-05,Grade 4,994-497-5218x33233,8.0,1.0,0.0,68.0,,,,,,,,,,,,
S00411,John Ochoa,,Grade 5,unknown,13.0,0.0,1.0,69.0,,,,,,,,,,,,
S00412,Jean Baker,2017-10-13,Grade 5,+1-277-240-8437,8.0,0.0,0.0,40.0,,,,,,,,,,,,
S00413,Susan Schroeder,2013-08-25,Grade 3,+1-909-772-6947x1021,12.0,0.0,0.0,70.0,,,,,,,,,,,,
S00414,Denise Johnson,2013-02-17,Grade 5,366.876.5045,12.0,0.0,1.0,59.0,,,,,,,,,,,,
S00415,Danielle Williams,2008-03-03,Grade 4,001-415-523-8820x53122,17.0,0.0,1.0,56.0,,,,,,,,,,,,
S00416,Dillon Braun,2013-07-10,Grade 1,001-664-567-9106,12.0,0.0,1.0,52.0,,,,,,,,,,,,
S00417,Nathan Bowen,2012-02-09,Grade 1,001-742-957-6257x59773,13.0,0.0,1.0,96.0,,,,,,,,,,,,
S00418,Charles Odonnell,2008-02-29,Grade 4,unknown,17.0,1.0,1.0,71.0,,,,,,,,,,,,
S00419,Ricky Roberts,,Grade 4,+1-478-941-9543,13.0,0.0,0.0,52.0,,,,,,,,,,,,
S00420,Amber Ross,2007-06-19,Grade 5,406.880.4542x181,18.0,1.0,1.0,79.0,,,,,,,,,,,,
S00421,kendra perkins,,Grade 1,6004652904,13.0,0.0,1.0,59.0,,,,,,,,,,,,
S00422,Autumn Dorsey,,Grade 2,570-554-2403,13.0,0.0,1.0,66.0,,,,,,,,,,,,
S00423,Logan Mckinney,2013-03-31,Grade 3,718.954.8983,12.0,0.0,1.0,46.0,,,,,,,,,,,,
S00424,Nicholas Adkins,2018-12-23,Grade 2,001-575-234-8371x7337,6.0,1.0,1.0,49.0,,,,,,,,,,,,
S00425,Cody Cantrell,2018-11-18,Grade 5,610-242-5658,7.0,0.0,0.0,64.0,,,,,,,,,,,,
S00426,Mary Moon,2018-10-05,Grade 2,+1-879-207-4122x31727,7.0,1.0,1.0,70.0,,,,,,,,,,,,
S00427,William Brooks,2006-03-21,Grade 3,9454326662,19.0,1.0,1.0,54.0,,,,,,,,,,,,
S00428,Jeremiah Morgan,2006-08-03,Grade 1,6056878458,19.0,0.0,0.0,51.0,,,,,,,,,,,,
S00429,Meghan Prince,2006-05-15,Grade 3,316-250-2606,19.0,0.0,1.0,59.0,,,,,,,,,,,,
S00430,Cole Solis,2007-05-08,Grade 5,786.459.7748x15172,18.0,0.0,1.0,70.0,,,,,,,,,,,,
S00431,Jodi Jones,2017-07-17,Grade 2,396-712-2203x52658,8.0,1.0,0.0,42.0,,,,,,,,,,,,
S00432,nicholas house,2015-10-10,Grade 4,461.434.7483,10.0,0.0,1.0,64.0,,,,,,,,,,,,
S00433,Donald Thompson,,Grade 2,(292)964-0291x9545,13.0,0.0,1.0,48.0,,,,,,,,,,,,
S00434,Leslie Moody,2012-12-15,Grade 4,724-307-4403x50362,12.0,0.0,0.0,100.0,,,,,,,,,,,,
S00435,Paul Holloway,2008-09-26,Grade 1,453.798.9650,17.0,0.0,0.0,70.0,,,,,,,,,,,,
S00436,Stephanie Sexton,2012-02-05,Grade 5,901-608-1104x733,13.0,0.0,1.0,49.0,,,,,,,,,,,,
S00437,jason rodriguez,2018-04-24,Grade 5,9678744928,7.0,0.0,0.0,40.0,,,,,,,,,,,,
S00438,April Duarte,2017-03-27,Grade 5,474-572-2446,8.0,0.0,1.0,55.0,,,,,,,,,,,,
S00439,Pamela Smith,2009-02-06,Grade 5,675.774.3478,16.0,1.0,0.0,70.0,,,,,,,,,,,,
S00440,Melissa Weiss,2018-09-22,Grade 5,731-909-2944,7.0,1.0,0.0,56.0,,,,,,,,,,,,
S00441,Tony Collins,2012-05-02,Grade 3,+1-938-463-1996,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S00442,Ryan Robertson,2016-09-16,Grade 3,(251)230-2758,9.0,1.0,0.0,95.0,,,,,,,,,,,,
S00443,Destiny Lloyd,2014-04-28,Grade 5,699-204-3785x984,11.0,0.0,0.0,83.0,,,,,,,,,,,,
S00444,Dustin David,,Grade 5,707.492.0113,13.0,0.0,1.0,62.0,,,,,,,,,,,,
S00445,Richard Underwood,2013-06-02,Grade 4,660-206-9530x98823,12.0,0.0,0.0,63.0,,,,,,,,,,,,
S00446,Miguel Perez,2016-01-27,Grade 3,(398)922-2274,9.0,1.0,0.0,45.0,,,,,,,,,,,,
S00447,Michael Morris,2009-08-06,Grade 5,974.210.8663x283,16.0,0.0,0.0,44.0,,,,,,,,,,,,
S00448,Rachel Knight,2013-09-10,Grade 4,(885)951-3011x984,12.0,1.0,0.0,70.0,,,,,,,,,,,,
